,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,MerchantID,TransactionDuration,LoginAttempts
1286,TX001287,AC00225,39.48,2023-05-26 16:47:51,Debit,Omaha,D000435,M017,38,1
1287,TX001288,AC00261,451.68,2023-04-18 18:55:32,Debit,Houston,D000113,M072,15,1
1288,TX001289,AC00468,19.11,2023-09-18 16:31:03,Credit,Colorado Springs,D000546,M007,160,1
1289,TX001290,AC00138,355.0,2023-08-29 16:50:17,Credit,Fort Worth,D000052,M053,33,1
1290,TX001291,AC00013,427.69,2023-03-28 16:02:03,Debit,Raleigh,D000347,M088,236,1
1291,TX001292,AC00275,254.86,2023-01-26 17:21:46,Debit,Boston,D000296,M013,102,1
1292,TX001293,AC00125,19.48,2023-07-10 16:01:03,Debit,Dallas,D000674,M002,114,1
1293,TX001294,AC00200,190.17,2023-06-09 17:41:13,Debit,Baltimore,D000467,M043,265,1
1294,TX001295,AC00213,91.38,2023-04-03 16:41:47,Debit,Jacksonville,D000609,M013,179,1
1295,TX001296,AC00035,206.63,2023-12-07 16:11:01,Credit,Oklahoma City,D000239,M023,128,1
1296,TX001297,AC00070,93.22,2023-04-07 17:11:35,Debit,Charlotte,D000140,M030,52,1
1297,TX001298,AC00275,547.98,2023-10-24 17:04:59,Debit,Oklahoma City,D000218,M070,171,1
1298,TX001299,AC00060,641.06,2023-12-11 16:09:08,Debit,Colorado Springs,D000057,M099,25,1
1299,TX001300,AC00304,314.55,2023-04-25 17:15:27,Credit,Dallas,D000513,M001,19,2
1300,TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,M043,63,1
1301,TX001302,AC00498,1095.09,2023-04-17 17:27:15,Debit,San Francisco,D000198,M076,52,1
1302,TX001303,AC00465,189.45,2023-03-21 17:12:03,Credit,Boston,D000083,M008,62,1
1303,TX001304,AC00396,91.84,2023-07-05 17:21:56,Credit,Mesa,D000292,M023,80,1
1304,TX001305,AC00083,609.52,2023-07-28 16:03:27,Debit,Washington,D000672,M076,169,1
1305,TX001306,AC00479,859.3,2023-08-01 17:18:04,Credit,Colorado Springs,D000067,M066,68,1
1306,TX001307,AC00091,100.01,2023-06-29 16:06:51,Debit,Philadelphia,D000499,M061,63,1
1307,TX001308,AC00024,28.78,2023-08-07 16:08:04,Credit,Tucson,D000041,M096,51,1
1308,TX001309,AC00366,111.08,2023-05-15 17:46:13,Debit,Chicago,D000493,M064,83,1
1309,TX001310,AC00470,470.96,2023-03-10 16:22:05,Credit,Indianapolis,D000600,M036,124,2
1310,TX001311,AC00032,52.23,2023-09-11 18:08:19,Credit,San Francisco,D000088,M016,96,1
1311,TX001312,AC00136,78.62,2023-07-31 16:46:29,Debit,Oklahoma City,D000521,M084,52,1
1312,TX001313,AC00001,47.79,2023-09-15 17:00:20,Debit,Denver,D000649,M034,37,1
1313,TX001314,AC00187,333.97,2023-03-22 16:18:37,Debit,Fresno,D000305,M011,45,1
1314,TX001315,AC00452,30.87,2023-07-12 16:50:42,Debit,Fresno,D000015,M025,295,1
1315,TX001316,AC00036,710.43,2023-03-08 17:07:21,Debit,San Diego,D000398,M007,115,1
1316,TX001317,AC00125,220.23,2023-09-18 18:35:23,Debit,Milwaukee,D000663,M059,48,1
1317,TX001318,AC00403,27.28,2023-12-25 16:30:45,Debit,Atlanta,D000082,M070,96,1
1318,TX001319,AC00264,101.52,2023-08-09 16:22:25,Debit,Tucson,D000002,M086,98,1
1319,TX001320,AC00123,162.65,2023-05-11 17:15:10,Debit,New York,D000169,M088,147,1
1320,TX001321,AC00298,10.52,2023-07-19 17:38:50,Debit,Kansas City,D000137,M019,30,1
1321,TX001322,AC00235,270.72,2023-03-27 17:25:32,Debit,Los Angeles,D000149,M027,37,1
1322,TX001323,AC00259,202.34,2023-01-10 16:32:06,Debit,New York,D000023,M049,134,1
1323,TX001324,AC00329,247.58,2023-05-29 18:40:32,Debit,San Antonio,D000112,M068,152,1
1324,TX001325,AC00482,686.17,2023-10-03 17:27:25,Debit,Denver,D000103,M030,96,1
1325,TX001326,AC00020,359.65,2023-01-12 17:58:56,Credit,Jacksonville,D000133,M085,289,1
1326,TX001327,AC00453,109.91,2023-05-01 16:23:22,Debit,Seattle,D000517,M074,90,1
1327,TX001328,AC00367,215.72,2023-10-11 18:04:39,Credit,Columbus,D000682,M032,137,1
1328,TX001329,AC00167,490.76,2023-01-19 16:28:08,Debit,Columbus,D000193,M048,156,1
1329,TX001330,AC00110,224.28,2023-02-15 16:50:13,Debit,Chicago,D000316,M068,68,1
1330,TX001331,AC00078,614.03,2023-05-08 16:37:14,Debit,Dallas,D000693,M086,51,1
1331,TX001332,AC00212,608.79,2023-11-03 18:37:18,Debit,Fort Worth,D000399,M015,157,1
1332,TX001333,AC00051,186.55,2023-06-21 16:49:10,Debit,Philadelphia,D000049,M003,288,1
1333,TX001334,AC00250,840.16,2023-03-20 16:35:53,Credit,Colorado Springs,D000692,M014,68,1
1334,TX001335,AC00304,203.34,2023-12-20 17:13:50,Debit,Phoenix,D000057,M061,66,1
1335,TX001336,AC00007,90.88,2023-11-20 17:08:33,Debit,Colorado Springs,D000086,M071,284,1
1336,TX001337,AC00017,60.11,2023-11-27 17:39:39,Credit,Albuquerque,D000636,M067,122,1
1337,TX001338,AC00158,393.92,2023-05-16 16:57:35,Debit,Memphis,D000504,M061,47,1
1338,TX001339,AC00110,19.39,2023-11-17 16:39:20,Debit,Colorado Springs,D000294,M062,45,1
1339,TX001340,AC00175,557.41,2023-04-14 16:52:23,Credit,Washington,D000180,M087,49,1
1340,TX001341,AC00079,57.07,2023-08-25 16:30:02,Credit,Boston,D000250,M027,99,1
1341,TX001342,AC00403,395.27,2023-08-07 16:38:52,Credit,Miami,D000045,M085,167,1
1342,TX001343,AC00228,289.05,2023-06-09 17:58:00,Debit,New York,D000493,M088,116,1
1343,TX001344,AC00344,46.11,2023-03-27 17:07:20,Debit,San Francisco,D000184,M048,233,1
1344,TX001345,AC00466,335.5,2023-08-14 16:01:02,Debit,Sacramento,D000326,M003,47,1
1345,TX001346,AC00204,388.07,2023-09-05 17:34:08,Debit,Seattle,D000422,M067,68,1
1346,TX001347,AC00030,520.86,2023-03-20 16:29:02,Credit,Sacramento,D000309,M017,66,1
1347,TX001348,AC00455,787.41,2023-06-19 16:22:28,Debit,Memphis,D000351,M081,39,1
1348,TX001349,AC00094,31.7,2023-06-01 16:56:33,Credit,Raleigh,D000596,M074,121,1
1349,TX001350,AC00185,22.3,2023-05-01 16:57:17,Debit,Philadelphia,D000035,M030,90,1
1350,TX001351,AC00351,203.12,2023-01-18 16:59:48,Debit,San Jose,D000004,M078,181,1
1351,TX001352,AC00335,315.94,2023-02-27 17:06:57,Credit,Raleigh,D000625,M024,172,1
1352,TX001353,AC00409,192.23,2023-12-28 16:34:52,Debit,Albuquerque,D000117,M058,39,3
1353,TX001354,AC00312,1510.71,2023-06-15 16:48:29,Debit,Oklahoma City,D000106,M060,51,1
1354,TX001355,AC00097,0.26,2023-11-23 16:14:48,Debit,Oklahoma City,D000239,M090,173,1
1355,TX001356,AC00447,210.77,2023-05-31 16:50:20,Debit,Mesa,D000009,M094,161,1
1356,TX001357,AC00280,406.65,2023-11-08 18:32:44,Debit,Mesa,D000013,M062,107,1
1357,TX001358,AC00023,422.9,2023-02-27 16:15:53,Debit,Tucson,D000237,M027,111,1
1358,TX001359,AC00077,20.62,2023-06-21 17:10:18,Credit,Philadelphia,D000627,M014,225,1
1359,TX001360,AC00113,174.39,2023-01-09 16:08:52,Debit,San Francisco,D000078,M015,36,1
1360,TX001361,AC00391,7.86,2023-10-16 16:47:15,Credit,Sacramento,D000065,M053,91,1
1361,TX001362,AC00136,61.98,2023-01-03 18:18:14,Debit,Denver,D000376,M038,44,1
1362,TX001363,AC00204,54.85,2023-09-05 16:05:58,Credit,San Francisco,D000287,M071,40,1
1363,TX001364,AC00089,204.7,2023-09-21 16:08:00,Debit,Oklahoma City,D000359,M032,95,5
1364,TX001365,AC00305,16.55,2023-09-11 17:05:50,Debit,Tucson,D000477,M009,159,1
1365,TX001366,AC00338,91.32,2023-11-10 16:43:45,Debit,Milwaukee,D000353,M056,77,1
1366,TX001367,AC00268,195.49,2023-06-12 16:34:59,Debit,Memphis,D000472,M016,212,1
1367,TX001368,AC00363,49.62,2023-12-07 16:19:07,Debit,Portland,D000080,M055,111,1
1368,TX001369,AC00316,487.16,2023-01-02 16:01:14,Credit,Los Angeles,D000361,M077,84,1
1369,TX001370,AC00167,405.6,2023-08-08 17:41:41,Debit,Tucson,D000643,M031,44,1
1370,TX001371,AC00405,512.95,2023-10-16 17:08:36,Debit,Columbus,D000335,M066,143,1
1371,TX001372,AC00098,345.94,2023-10-09 17:32:57,Debit,Portland,D000354,M100,163,1
1372,TX001373,AC00116,356.56,2023-10-09 17:23:21,Debit,New York,D000399,M100,52,1
1373,TX001374,AC00267,10.31,2023-01-13 16:23:56,Debit,Louisville,D000072,M054,280,1
1374,TX001375,AC00447,211.69,2023-10-20 16:02:07,Debit,Atlanta,D000674,M066,111,1
1375,TX001376,AC00042,221.49,2023-09-13 18:11:22,Credit,Oklahoma City,D000203,M052,196,1
1376,TX001377,AC00074,278.23,2023-05-04 17:49:33,Debit,Fresno,D000530,M019,83,1
1377,TX001378,AC00063,116.88,2023-10-04 17:10:02,Debit,Memphis,D000024,M026,263,1
1378,TX001379,AC00085,328.77,2023-04-03 17:59:23,Credit,San Diego,D000133,M033,247,1
1379,TX001380,AC00126,77.53,2023-07-25 18:00:25,Debit,Louisville,D000522,M052,55,1
1380,TX001381,AC00471,421.74,2023-06-20 17:07:05,Debit,San Jose,D000339,M014,103,1
1381,TX001382,AC00304,313.69,2023-03-10 16:35:33,Debit,Oklahoma City,D000211,M034,152,1
1382,TX001383,AC00242,411.72,2023-06-20 18:43:51,Debit,Washington,D000104,M014,153,1
1383,TX001384,AC00261,508.73,2023-07-14 16:22:54,Debit,Chicago,D000316,M071,89,1
1384,TX001385,AC00338,153.08,2023-11-27 16:57:08,Debit,Omaha,D000637,M057,201,1
1385,TX001386,AC00292,23.01,2023-06-09 18:33:04,Debit,Las Vegas,D000363,M090,166,1
1386,TX001387,AC00024,69.28,2023-10-30 16:36:24,Debit,Los Angeles,D000379,M070,129,1
1387,TX001388,AC00441,51.25,2023-08-29 16:16:15,Credit,Austin,D000113,M044,66,1
1388,TX001389,AC00412,407.65,2023-08-07 17:17:34,Debit,Denver,D000013,M095,263,1
1389,TX001390,AC00315,459.25,2023-05-23 16:44:33,Debit,Tucson,D000248,M043,59,1
1390,TX001391,AC00120,301.56,2023-02-09 17:46:49,Debit,Seattle,D000014,M011,118,1
1391,TX001392,AC00462,17.67,2023-06-27 17:50:21,Debit,San Diego,D000416,M061,91,1
1392,TX001393,AC00481,5.29,2023-03-13 18:24:20,Credit,San Francisco,D000121,M008,132,1
1393,TX001394,AC00166,401.37,2023-09-18 16:18:19,Debit,Los Angeles,D000404,M031,251,1
1394,TX001395,AC00438,145.4,2023-07-06 17:53:38,Debit,Tucson,D000069,M044,24,1
1395,TX001396,AC00090,556.34,2023-10-19 16:34:22,Debit,Seattle,D000377,M031,46,1
1396,TX001397,AC00041,34.31,2023-04-28 16:55:28,Debit,Philadelphia,D000353,M094,251,1
1397,TX001398,AC00141,780.59,2023-06-28 17:58:48,Credit,Tucson,D000451,M058,145,1
1398,TX001399,AC00410,282.65,2023-03-08 17:42:36,Debit,Fort Worth,D000626,M012,161,1
1399,TX001400,AC00362,305.27,2023-09-27 16:25:38,Debit,Las Vegas,D000657,M059,147,1
1400,TX001401,AC00315,185.81,2023-09-20 16:30:06,Debit,Austin,D000696,M033,116,1
1401,TX001402,AC00092,66.01,2023-10-06 18:39:39,Debit,Milwaukee,D000317,M042,179,1
1402,TX001403,AC00133,447.95,2023-01-11 17:27:56,Debit,Tucson,D000442,M002,75,1
1403,TX001404,AC00069,279.3,2023-06-22 17:28:02,Debit,Oklahoma City,D000674,M079,48,1
1404,TX001405,AC00498,26.75,2023-05-08 16:25:03,Debit,Indianapolis,D000537,M096,27,1
1405,TX001406,AC00006,611.15,2023-08-11 17:12:30,Debit,Detroit,D000044,M009,121,1
1406,TX001407,AC00104,275.2,2023-08-24 17:13:38,Debit,New York,D000122,M058,81,1
1407,TX001408,AC00311,427.79,2023-02-21 17:42:42,Debit,San Jose,D000018,M016,189,1
1408,TX001409,AC00144,469.13,2023-12-04 17:53:57,Credit,San Antonio,D000501,M009,139,1
1409,TX001410,AC00157,102.81,2023-12-04 16:23:00,Debit,Seattle,D000076,M074,47,1
1410,TX001411,AC00171,22.61,2023-12-21 17:56:04,Debit,Seattle,D000255,M099,145,1
1411,TX001412,AC00374,68.28,2023-06-08 18:54:04,Debit,Boston,D000649,M100,293,1
1412,TX001413,AC00219,33.65,2023-09-18 17:18:03,Credit,New York,D000470,M067,146,1
1413,TX001414,AC00405,362.68,2023-01-16 18:02:19,Credit,Miami,D000280,M014,137,1
1414,TX001415,AC00075,73.23,2023-06-23 16:41:27,Debit,San Francisco,D000128,M090,172,1
1415,TX001416,AC00136,654.49,2023-11-20 16:31:36,Credit,Austin,D000380,M060,104,1
1416,TX001417,AC00056,18.56,2023-04-24 17:04:21,Credit,Memphis,D000189,M094,161,1
1417,TX001418,AC00368,389.05,2023-01-06 17:35:08,Debit,Dallas,D000379,M075,41,1
1418,TX001419,AC00261,7.38,2023-03-15 16:47:45,Debit,Houston,D000011,M076,105,1
1419,TX001420,AC00090,109.48,2023-06-26 17:38:22,Debit,Baltimore,D000122,M008,93,1
1420,TX001421,AC00297,66.91,2023-01-30 18:47:17,Debit,Seattle,D000509,M047,85,1
1421,TX001422,AC00144,335.48,2023-03-02 16:06:18,Debit,Oklahoma City,D000211,M040,155,1
1422,TX001423,AC00207,38.14,2023-12-28 16:51:20,Debit,Albuquerque,D000572,M026,174,1
1423,TX001424,AC00443,1076.98,2023-12-20 18:12:25,Debit,Detroit,D000474,M090,173,1
1424,TX001425,AC00179,360.02,2023-02-09 16:29:06,Debit,Dallas,D000072,M004,68,1
1425,TX001426,AC00175,567.71,2023-02-06 18:39:23,Debit,Memphis,D000605,M086,80,1
1426,TX001427,AC00386,218.19,2023-05-23 16:29:31,Debit,Austin,D000626,M078,185,1
1427,TX001428,AC00067,209.99,2023-09-07 17:19:21,Debit,Denver,D000381,M014,40,1
1428,TX001429,AC00369,11.02,2023-11-13 16:32:53,Debit,Tucson,D000320,M008,280,1
1429,TX001430,AC00257,83.43,2023-05-30 16:28:48,Debit,New York,D000627,M012,109,1
1430,TX001431,AC00059,344.97,2023-03-20 17:30:52,Debit,Austin,D000264,M050,106,1
1431,TX001432,AC00341,172.29,2023-01-30 17:22:39,Debit,El Paso,D000474,M034,283,1
1432,TX001433,AC00357,195.54,2023-07-17 16:05:23,Debit,Omaha,D000144,M039,255,1
1433,TX001434,AC00455,101.23,2023-08-04 18:34:01,Debit,Colorado Springs,D000696,M015,87,1
1434,TX001435,AC00346,180.46,2023-03-13 16:26:30,Debit,Fresno,D000456,M001,34,1
1435,TX001436,AC00118,692.55,2023-03-07 16:51:37,Debit,Charlotte,D000577,M058,109,1
1436,TX001437,AC00275,147.31,2023-06-12 17:10:27,Credit,Mesa,D000059,M005,92,1
1437,TX001438,AC00028,107.48,2023-02-07 17:38:18,Debit,Los Angeles,D000624,M058,103,1
1438,TX001439,AC00179,1831.02,2023-09-15 17:31:42,Credit,Columbus,D000246,M012,83,1
1439,TX001440,AC00090,81.51,2023-08-10 16:10:22,Debit,Washington,D000079,M059,97,1
1440,TX001441,AC00367,365.48,2023-05-22 17:59:02,Credit,Seattle,D000310,M082,216,1
1441,TX001442,AC00441,491.1,2023-06-05 16:08:37,Credit,Houston,D000408,M067,125,1
1442,TX001443,AC00266,452.8,2023-11-24 16:45:11,Debit,Los Angeles,D000527,M034,151,1
1443,TX001444,AC00072,645.04,2023-12-22 17:08:55,Debit,Memphis,D000515,M014,78,1
1444,TX001445,AC00245,169.28,2023-03-27 18:08:06,Debit,Philadelphia,D000227,M057,114,1
1445,TX001446,AC00119,88.42,2023-10-18 16:28:19,Debit,El Paso,D000443,M096,91,1
1446,TX001447,AC00061,155.53,2023-03-24 17:04:32,Debit,Baltimore,D000507,M041,66,1
1447,TX001448,AC00080,991.82,2023-12-04 16:16:19,Debit,Milwaukee,D000496,M042,300,1
1448,TX001449,AC00254,39.24,2023-11-14 18:33:32,Debit,Dallas,D000164,M095,106,1
1449,TX001450,AC00218,152.01,2023-02-23 16:41:55,Debit,Fort Worth,D000407,M095,111,3
1450,TX001451,AC00268,78.77,2023-05-08 18:36:59,Credit,Las Vegas,D000301,M085,50,1
1451,TX001452,AC00460,26.5,2023-02-08 16:42:59,Debit,Indianapolis,D000175,M063,179,1
1452,TX001453,AC00257,83.62,2023-06-22 17:18:09,Debit,Raleigh,D000554,M069,146,1
1453,TX001454,AC00398,142.78,2023-05-09 16:40:52,Debit,San Diego,D000499,M021,150,1
1454,TX001455,AC00162,55.99,2023-11-13 16:16:24,Debit,El Paso,D000525,M037,95,1
1455,TX001456,AC00015,774.48,2023-03-06 16:12:45,Debit,Louisville,D000233,M013,31,1
1456,TX001457,AC00462,105.37,2023-05-11 18:31:20,Debit,Sacramento,D000327,M043,160,1
1457,TX001458,AC00218,118.83,2023-06-26 16:10:25,Debit,Virginia Beach,D000321,M039,295,1
1458,TX001459,AC00217,46.22,2023-11-13 16:41:09,Debit,San Jose,D000638,M049,217,1
1459,TX001460,AC00460,659.71,2023-05-05 16:10:24,Credit,San Jose,D000095,M052,148,1
1460,TX001461,AC00068,377.97,2023-11-17 16:50:08,Debit,Miami,D000195,M028,160,1
1461,TX001462,AC00214,114.1,2023-05-22 17:45:02,Debit,Boston,D000275,M024,148,1
1462,TX001463,AC00266,11.3,2023-12-01 16:33:43,Credit,Louisville,D000528,M044,41,1
1463,TX001464,AC00193,95.5,2023-05-22 16:24:02,Debit,Omaha,D000362,M031,17,1
1464,TX001465,AC00132,130.93,2023-02-08 16:52:09,Credit,Houston,D000417,M061,149,1
1465,TX001466,AC00241,272.97,2023-04-17 18:42:04,Debit,Boston,D000638,M033,174,1
1466,TX001467,AC00015,73.35,2023-03-13 16:33:49,Debit,San Francisco,D000340,M093,47,1
1467,TX001468,AC00352,29.94,2023-10-13 16:22:08,Debit,San Francisco,D000266,M063,243,1
1468,TX001469,AC00396,307.24,2023-11-02 16:05:49,Debit,San Jose,D000584,M096,136,2
1469,TX001470,AC00174,50.52,2023-10-16 16:29:39,Debit,Boston,D000377,M029,140,1
1470,TX001471,AC00024,820.46,2023-04-03 16:22:48,Credit,Fort Worth,D000185,M041,243,1
1471,TX001472,AC00250,153.07,2023-04-03 18:37:57,Debit,Detroit,D000503,M034,116,1
1472,TX001473,AC00373,52.94,2023-06-12 17:36:25,Debit,Tucson,D000160,M052,146,1
1473,TX001474,AC00030,384.41,2023-04-17 16:53:29,Debit,Jacksonville,D000289,M093,65,1
1474,TX001475,AC00422,235.42,2023-07-10 18:34:22,Debit,Phoenix,D000424,M060,175,1
1475,TX001476,AC00229,114.23,2023-06-07 17:35:50,Debit,Dallas,D000213,M089,64,1
1476,TX001477,AC00002,12.62,2023-05-05 16:35:44,Debit,El Paso,D000475,M068,61,1
1477,TX001478,AC00227,997.37,2023-12-22 18:24:01,Debit,Fort Worth,D000629,M053,145,1
1478,TX001479,AC00393,373.52,2023-09-25 16:23:23,Debit,Colorado Springs,D000673,M026,235,1
1479,TX001480,AC00042,336.05,2023-04-24 17:18:18,Debit,San Antonio,D000044,M019,164,1
1480,TX001481,AC00111,366.93,2023-12-11 18:43:00,Debit,Houston,D000697,M078,33,1
1481,TX001482,AC00178,112.27,2023-10-19 17:34:53,Debit,Seattle,D000690,M007,102,1
1482,TX001483,AC00218,494.96,2023-03-31 16:34:38,Debit,Sacramento,D000320,M067,132,1
1483,TX001484,AC00198,561.58,2023-06-23 17:38:26,Debit,Sacramento,D000229,M022,23,1
1484,TX001485,AC00060,440.94,2023-09-13 18:38:27,Debit,San Antonio,D000133,M008,148,1
1485,TX001486,AC00397,71.9,2023-02-20 16:28:39,Debit,Los Angeles,D000553,M013,51,1
1486,TX001487,AC00338,256.66,2023-07-17 17:08:03,Credit,Raleigh,D000377,M045,137,1
1487,TX001488,AC00101,166.55,2023-07-13 17:51:44,Credit,Houston,D000386,M065,99,1
1488,TX001489,AC00384,276.26,2023-02-13 17:04:50,Debit,Louisville,D000307,M024,143,1
1489,TX001490,AC00368,35.46,2023-07-18 16:38:11,Debit,Indianapolis,D000674,M073,164,1
1490,TX001491,AC00233,38.14,2023-04-07 16:16:00,Debit,Portland,D000016,M072,165,1
1491,TX001492,AC00375,506.26,2023-12-18 18:26:07,Credit,Baltimore,D000670,M014,86,1
1492,TX001493,AC00277,736.32,2023-04-12 17:06:06,Debit,Indianapolis,D000503,M054,28,1
1493,TX001494,AC00202,389.43,2023-11-27 18:01:47,Credit,Austin,D000485,M005,151,1
1494,TX001495,AC00142,25.58,2023-11-16 16:33:22,Debit,Omaha,D000083,M048,166,1
1495,TX001496,AC00178,446.1,2023-09-19 17:45:19,Debit,Seattle,D000444,M068,243,1
1496,TX001497,AC00130,147.74,2023-09-05 16:52:06,Debit,Raleigh,D000064,M034,15,1
1497,TX001498,AC00018,1228.81,2023-02-20 16:36:36,Debit,San Francisco,D000381,M034,254,1
1498,TX001499,AC00293,46.23,2023-05-29 17:45:26,Debit,Fresno,D000350,M015,282,1
1499,TX001500,AC00449,265.37,2023-05-26 17:56:17,Debit,Washington,D000633,M013,77,1
1500,TX001501,AC00496,342.57,2023-02-03 17:10:00,Debit,Boston,D000345,M100,91,1
1501,TX001502,AC00370,417.26,2023-02-27 17:01:24,Credit,New York,D000183,M049,45,1
1502,TX001503,AC00341,33.63,2023-11-03 16:50:08,Debit,Columbus,D000556,M024,76,1
1503,TX001504,AC00400,64.58,2023-12-04 18:06:30,Debit,El Paso,D000647,M056,173,1
1504,TX001505,AC00301,23.23,2023-04-20 16:34:59,Credit,Miami,D000573,M064,122,1
1505,TX001506,AC00249,160.52,2023-08-07 16:15:05,Credit,Jacksonville,D000254,M034,112,1
1506,TX001507,AC00239,278.88,2023-09-29 16:53:14,Debit,Kansas City,D000350,M001,179,2
1507,TX001508,AC00419,285.49,2023-08-11 18:42:10,Credit,Charlotte,D000498,M071,109,1
1508,TX001509,AC00435,71.87,2023-01-16 18:03:02,Debit,Nashville,D000039,M057,258,1
1509,TX001510,AC00012,308.8,2023-12-26 16:08:51,Debit,Baltimore,D000256,M018,41,1
1510,TX001511,AC00438,135.35,2023-07-28 18:42:51,Debit,Houston,D000219,M098,82,1
1511,TX001512,AC00345,288.43,2023-05-08 16:37:53,Debit,Phoenix,D000136,M075,72,1
1512,TX001513,AC00026,147.46,2023-10-12 16:58:25,Credit,Albuquerque,D000380,M071,205,1
1513,TX001514,AC00416,214.15,2023-10-30 17:07:54,Debit,Detroit,D000531,M064,217,1
1514,TX001515,AC00272,71.34,2023-08-28 16:00:00,Debit,Miami,D000256,M021,144,3
1515,TX001516,AC00468,170.36,2023-03-27 16:56:29,Debit,Indianapolis,D000225,M091,118,1
1516,TX001517,AC00040,965.66,2023-12-18 17:22:16,Debit,Raleigh,D000244,M009,32,1
1517,TX001518,AC00302,736.53,2023-05-10 17:05:08,Debit,Philadelphia,D000548,M065,120,1
1518,TX001519,AC00271,213.42,2023-07-27 17:30:14,Debit,Columbus,D000536,M052,17,1
1519,TX001520,AC00495,94.09,2023-09-12 16:32:09,Debit,Miami,D000429,M042,203,1
1520,TX001521,AC00246,91.23,2023-05-15 16:13:54,Debit,Boston,D000184,M003,86,1
1521,TX001522,AC00139,263.92,2023-07-26 17:56:54,Credit,San Diego,D000568,M074,233,1
1522,TX001523,AC00298,77.5,2023-05-23 16:44:55,Credit,Fort Worth,D000333,M061,201,1
1523,TX001524,AC00246,3.65,2023-02-13 17:48:36,Debit,Miami,D000115,M098,146,1
1524,TX001525,AC00323,43.88,2023-11-13 17:43:37,Credit,Seattle,D000349,M038,251,1
1525,TX001526,AC00310,591.98,2023-04-28 16:32:10,Debit,El Paso,D000560,M069,132,1
1526,TX001527,AC00083,224.79,2023-08-22 16:34:34,Debit,Boston,D000208,M063,129,1
1527,TX001528,AC00222,64.3,2023-09-04 17:36:40,Debit,Louisville,D000084,M015,67,1
1528,TX001529,AC00459,111.79,2023-12-26 17:40:23,Debit,Jacksonville,D000530,M056,49,1
1529,TX001530,AC00091,927.16,2023-03-20 16:48:00,Debit,San Francisco,D000385,M013,153,1
1530,TX001531,AC00122,613.7,2023-02-22 17:33:56,Credit,Fort Worth,D000670,M055,37,1
1531,TX001532,AC00432,26.07,2023-03-16 17:00:29,Debit,Baltimore,D000552,M061,19,3
1532,TX001533,AC00218,170.45,2023-01-05 16:56:49,Debit,San Francisco,D000560,M026,199,1
1533,TX001534,AC00294,344.27,2023-09-19 17:23:14,Debit,San Antonio,D000172,M031,123,1
1534,TX001535,AC00407,872.72,2023-04-24 16:47:17,Debit,Washington,D000559,M033,288,1
1535,TX001536,AC00480,292.95,2023-02-16 16:23:11,Debit,Memphis,D000456,M055,56,1
1536,TX001537,AC00367,28.44,2023-08-31 17:43:38,Debit,Fresno,D000176,M047,243,1
1537,TX001538,AC00324,209.02,2023-03-03 17:08:36,Debit,El Paso,D000599,M008,74,1
1538,TX001539,AC00253,20.05,2023-11-29 17:43:51,Debit,Chicago,D000293,M018,171,1
1539,TX001540,AC00344,175.02,2023-04-10 16:23:53,Debit,Phoenix,D000609,M092,71,1
1540,TX001541,AC00153,89.5,2023-08-21 16:22:06,Credit,Louisville,D000014,M020,134,1
1541,TX001542,AC00016,69.96,2023-10-16 17:43:00,Debit,Baltimore,D000397,M060,31,1
1542,TX001543,AC00291,146.51,2023-01-25 17:12:17,Debit,Albuquerque,D000575,M097,68,1
1543,TX001544,AC00362,376.78,2023-08-14 17:25:14,Credit,Nashville,D000602,M061,88,1
1544,TX001545,AC00202,148.54,2023-12-22 16:25:16,Credit,Columbus,D000156,M048,107,1
1545,TX001546,AC00163,388.77,2023-12-11 16:57:08,Credit,Jacksonville,D000215,M065,30,1
1546,TX001547,AC00123,100.38,2023-11-27 17:51:15,Debit,Seattle,D000548,M060,49,1
1547,TX001548,AC00054,137.23,2023-04-07 16:50:22,Debit,Fresno,D000207,M084,63,1
1548,TX001549,AC00172,870.3,2023-08-28 17:56:39,Debit,San Jose,D000200,M003,229,1
1549,TX001550,AC00176,458.94,2023-07-18 18:06:23,Debit,Detroit,D000074,M076,180,1
1550,TX001551,AC00093,327.35,2023-09-25 18:48:58,Credit,Memphis,D000531,M059,175,1
1551,TX001552,AC00310,757.15,2023-01-17 16:53:08,Debit,Raleigh,D000463,M085,38,1
1552,TX001553,AC00127,5.64,2023-03-08 16:57:30,Debit,Boston,D000691,M064,47,1
1553,TX001554,AC00286,47.23,2023-08-03 18:18:56,Credit,Memphis,D000031,M034,160,1
1554,TX001555,AC00497,239.41,2023-11-01 17:23:46,Credit,Baltimore,D000693,M064,248,1
1555,TX001556,AC00475,7.48,2023-07-03 16:46:20,Debit,San Antonio,D000596,M025,29,1
1556,TX001557,AC00470,170.97,2023-05-01 17:04:30,Debit,Nashville,D000259,M044,292,1
1557,TX001558,AC00245,262.43,2023-06-13 17:26:54,Credit,San Diego,D000365,M046,274,5
1558,TX001559,AC00480,659.15,2023-01-31 16:02:23,Debit,Boston,D000202,M014,204,1
1559,TX001560,AC00011,31.53,2023-12-20 17:15:14,Debit,Kansas City,D000328,M095,283,1
1560,TX001561,AC00362,111.66,2023-06-07 18:18:32,Credit,Washington,D000384,M068,140,1
